,participant,question,choice,task,reward,trial,tier
20452,705,Q4,it difficult to choose,0,0,7,0.0
20453,705,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20454,705,Q6,are native to shores,0,0,9,0.0
20455,705,Q7,"than a long, continuous period of study.",0,0,10,0.0
20456,705,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20457,705,Q9,feelings portrayed by Spaniards,0,0,12,0.0
20458,705,Q10,and finally succeeded,0,0,13,0.0
20459,705,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20460,705,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20461,705,Q13,the city council designated him,0,0,16,0.0
20462,705,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20463,705,Q15,If the room was brighter,0,0,18,0.0
20464,705,Q16,two students because they used notes anyway.,0,0,19,0.0
20465,705,Q17,through which exchange of gases occurs,0,0,20,0.0
20466,705,Q18,who tends to resist any attempt at,0,0,21,0.0
20467,705,Q19,The amount of water in living cells varies,0,0,22,0.0
20468,705,Q20,The belief of ancient scientists was,0,0,23,0.0
20469,705,score,13,0,0,24,0.0
20470,705,absAssess1,10,0,0,25,0.0
20471,705,relAssess1,50,0,0,26,0.0
20472,705,diffOther1,5,0,0,27,0.0
20473,705,diffSelf1,5,0,0,28,0.0
20474,706,absAssess0,17,0,0,0,1.0
20475,706,relAssess0,80,0,0,1,1.0
20476,706,diffOther0,5,0,0,2,1.0
20477,706,diffSelf0,2,0,0,3,1.0
20478,706,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,1.0
20479,706,Q2,man and found,0,0,5,1.0
20480,706,Q3,"poetry, and other arts, is",0,0,6,1.0
20481,706,Q4,it difficult to choose,0,0,7,1.0
20482,706,Q5,to accept responsibility for one's own decisions.,0,0,8,1.0
20483,706,Q6,are native to shores,0,0,9,1.0
20484,706,Q7,"than a period of long, continuous study.",0,0,10,1.0
20485,706,Q8,those in Crime and Punishment exhibit,0,0,11,1.0
20486,706,Q9,feelings portrayed by Spaniards,0,0,12,1.0
20487,706,Q10,and finally succeeded,0,0,13,1.0
20488,706,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,1.0
20489,706,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,1.0
20490,706,Q13,he was designated by the city council,0,0,16,1.0
20491,706,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate flagstone and feather rock?""",0,0,17,1.0
20492,706,Q15,If the room had been brighter,0,0,18,1.0
20493,706,Q16,two students because they used notes anyway.,0,0,19,1.0
20494,706,Q17,through which gas is exchanged,0,0,20,1.0
20495,706,Q18,who tend to resist any attempt at,0,0,21,1.0
20496,706,Q19,The amount of water in living cells varies,0,0,22,1.0
20497,706,Q20,The belief of ancient scientists was,0,0,23,1.0
20498,706,score,13,0,0,24,1.0
20499,706,absAssess1,15,0,0,25,1.0
20500,706,relAssess1,74,0,0,26,1.0
20501,706,diffOther1,6,0,0,27,1.0
20502,706,diffSelf1,4,0,0,28,1.0
20503,707,absAssess0,18,0,0,0,0.0
20504,707,relAssess0,90,0,0,1,0.0
20505,707,diffOther0,7,0,0,2,0.0
20506,707,diffSelf0,2,0,0,3,0.0
20507,707,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
20508,707,Q2,man and there he was able to find,0,0,5,0.0
20509,707,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20510,707,Q4,it difficult in making the choice of,0,0,7,0.0
20511,707,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20512,707,Q6,is native to shores,0,0,9,0.0
20513,707,Q7,"than studying for a long, continuous period.",0,0,10,0.0
20514,707,Q8,those in Crime and Punishment exhibits,0,0,11,0.0
20515,707,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
20516,707,Q10,and finally succeeded,0,0,13,0.0
20517,707,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20518,707,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20519,707,Q13,he was designated by the city council,0,0,16,0.0
20520,707,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate flagstone and feather rock?""",0,0,17,0.0
20521,707,Q15,If the room had been brighter,0,0,18,0.0
20522,707,Q16,two students due to the use of their notes.,0,0,19,0.0
20523,707,Q17,through which exchange of gases occurs,0,0,20,0.0
20524,707,Q18,who tends to resist any attempt at,0,0,21,0.0
20525,707,Q19,The amount of water in living cells varies,0,0,22,0.0
20526,707,Q20,The ancient scientists beliefs were,0,0,23,0.0
20527,707,score,10,0,0,24,0.0
20528,707,absAssess1,15,0,0,25,0.0
20529,707,relAssess1,56,0,0,26,0.0
20530,707,diffOther1,8,0,0,27,0.0
20531,707,diffSelf1,8,0,0,28,0.0
20532,708,absAssess0,8,0,0,0,0.0
20533,708,relAssess0,30,0,0,1,0.0
20534,708,diffOther0,4,0,0,2,0.0
20535,708,diffSelf0,6,0,0,3,0.0
20536,708,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20537,708,Q2,man and found,0,0,5,0.0
20538,708,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20539,708,Q4,it difficult to choose,0,0,7,0.0
20540,708,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20541,708,Q6,are native to shores,0,0,9,0.0
20542,708,Q7,than a long period of continuous study.,0,0,10,0.0
20543,708,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20544,708,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
20545,708,Q10,and finally succeeded,0,0,13,0.0
20546,708,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20547,708,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20548,708,Q13,the city council designated him,0,0,16,0.0
20549,708,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20550,708,Q15,If the room had been brighter,0,0,18,0.0
20551,708,Q16,two students because they used notes anyway.,0,0,19,0.0
20552,708,Q17,through which exchange of gases occurs,0,0,20,0.0
20553,708,Q18,who tends to resist any attempt at,0,0,21,0.0
20554,708,Q19,The amount of water in living cells varies,0,0,22,0.0
20555,708,Q20,The belief of ancient scientists was,0,0,23,0.0
20556,708,score,14,0,0,24,0.0
20557,708,absAssess1,9,0,0,25,0.0
20558,708,relAssess1,35,0,0,26,0.0
20559,708,diffOther1,5,0,0,27,0.0
20560,708,diffSelf1,7,0,0,28,0.0
20561,709,absAssess0,16,0,0,0,0.0
20562,709,relAssess0,82,0,0,1,0.0
20563,709,diffOther0,6,0,0,2,0.0
20564,709,diffSelf0,4,0,0,3,0.0
20565,709,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20566,709,Q2,man and found,0,0,5,0.0
20567,709,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20568,709,Q4,it difficult to choose,0,0,7,0.0
20569,709,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20570,709,Q6,are native to shores,0,0,9,0.0
20571,709,Q7,than a long period of continuous study.,0,0,10,0.0
20572,709,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20573,709,Q9,feelings portrayed by Spaniards,0,0,12,0.0
20574,709,Q10,and finally succeeded,0,0,13,0.0
20575,709,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20576,709,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20577,709,Q13,the city council designated him,0,0,16,0.0
20578,709,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20579,709,Q15,If the room had been brighter,0,0,18,0.0
20580,709,Q16,two students due to the use of their notes.,0,0,19,0.0
20581,709,Q17,through which exchange of gases occurs,0,0,20,0.0
20582,709,Q18,who tend to resist any attempt at,0,0,21,0.0
20583,709,Q19,The amount of water in living cells vary,0,0,22,0.0
20584,709,Q20,The belief of ancient scientists was,0,0,23,0.0
20585,709,score,12,0,0,24,0.0
20586,709,absAssess1,16,0,0,25,0.0
20587,709,relAssess1,77,0,0,26,0.0
20588,709,diffOther1,6,0,0,27,0.0
20589,709,diffSelf1,5,0,0,28,0.0
20590,710,absAssess0,12,0,0,0,0.0
20591,710,relAssess0,50,0,0,1,0.0
20592,710,diffOther0,8,0,0,2,0.0
20593,710,diffSelf0,6,0,0,3,0.0
20594,710,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
20595,710,Q2,man and found,0,0,5,0.0
20596,710,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20597,710,Q4,it difficult to choose,0,0,7,0.0
20598,710,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20599,710,Q6,are native to shores,0,0,9,0.0
20600,710,Q7,"than studying for a long, continuous period.",0,0,10,0.0
20601,710,Q8,those in Crime and Punishment exhibits,0,0,11,0.0
20602,710,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
20603,710,Q10,and finally succeeded,0,0,13,0.0
20604,710,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20605,710,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20606,710,Q13,the city council designated him,0,0,16,0.0
20607,710,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20608,710,Q15,If the room was brighter,0,0,18,0.0
20609,710,Q16,two students because they used notes anyway.,0,0,19,0.0
20610,710,Q17,through which gas is exchanged,0,0,20,0.0
20611,710,Q18,who tends to resist any attempt at,0,0,21,0.0
20612,710,Q19,The amount of water in living cells varies,0,0,22,0.0
20613,710,Q20,The ancient scientists beliefs were,0,0,23,0.0
20614,710,score,9,0,0,24,0.0
20615,710,absAssess1,10,0,0,25,0.0
20616,710,relAssess1,30,0,0,26,0.0
20617,710,diffOther1,9,0,0,27,0.0
20618,710,diffSelf1,7,0,0,28,0.0
20619,711,absAssess0,7,0,0,0,0.0
20620,711,relAssess0,37,0,0,1,0.0
20621,711,diffOther0,9,0,0,2,0.0
20622,711,diffSelf0,7,0,0,3,0.0
20623,711,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20624,711,Q2,"man, he found",0,0,5,0.0
20625,711,Q3,poetry along with all the other arts is,0,0,6,0.0
20626,711,Q4,it difficult in making the choice of,0,0,7,0.0
20627,711,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20628,711,Q6,is native to most shores,0,0,9,0.0
20629,711,Q7,"than a long, continuous period of study.",0,0,10,0.0
20630,711,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20631,711,Q9,Spanish feelings,0,0,12,0.0
20632,711,Q10,being finally successful,0,0,13,0.0
20633,711,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20634,711,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
20635,711,Q13,the city council designated him,0,0,16,0.0
20636,711,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,0,17,0.0
20637,711,Q15,If the room was brighter,0,0,18,0.0
20638,711,Q16,two students because of them using notes.,0,0,19,0.0
20639,711,Q17,after gases are exchanged,0,0,20,0.0
20640,711,Q18,whose tendency to resist any attempt at,0,0,21,0.0
20641,711,Q19,The amount of water varies,0,0,22,0.0
20642,711,Q20,The belief of ancient scientists were,0,0,23,0.0
20643,711,score,3,0,0,24,0.0
20644,711,absAssess1,4,0,0,25,0.0
20645,711,relAssess1,51,0,0,26,0.0
20646,711,diffOther1,6,0,0,27,0.0
20647,711,diffSelf1,9,0,0,28,0.0
20648,712,absAssess0,13,0,0,0,0.0
20649,712,relAssess0,80,0,0,1,0.0
20650,712,diffOther0,6,0,0,2,0.0
20651,712,diffSelf0,4,0,0,3,0.0
20652,712,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
20653,712,Q2,man and there he was able to find,0,0,5,0.0
20654,712,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
20655,712,Q4,it difficult to choose,0,0,7,0.0
20656,712,Q5,accepting one's own decisions responsibly.,0,0,8,0.0
20657,712,Q6,are native to shores,0,0,9,0.0
20658,712,Q7,"than a period of long, continuous study.",0,0,10,0.0
20659,712,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20660,712,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
20661,712,Q10,and finally succeeded,0,0,13,0.0
20662,712,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20663,712,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20664,712,Q13,he was designated by the city council,0,0,16,0.0
20665,712,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20666,712,Q15,If the room was brighter,0,0,18,0.0
20667,712,Q16,two students due to the use of their notes.,0,0,19,0.0
20668,712,Q17,through which gas is exchanged,0,0,20,0.0
20669,712,Q18,who tend to resist any attempt at,0,0,21,0.0
20670,712,Q19,The amounts of water varies in living cells,0,0,22,0.0
20671,712,Q20,The belief of ancient scientists were,0,0,23,0.0
20672,712,score,7,0,0,24,0.0
20673,712,absAssess1,7,0,0,25,0.0
20674,712,relAssess1,59,0,0,26,0.0
20675,712,diffOther1,5,0,0,27,0.0
20676,712,diffSelf1,7,0,0,28,0.0
20677,713,absAssess0,9,0,0,0,0.0
20678,713,relAssess0,45,0,0,1,0.0
20679,713,diffOther0,7,0,0,2,0.0
20680,713,diffSelf0,8,0,0,3,0.0
20681,713,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
20682,713,Q2,man and then finding,0,0,5,0.0
20683,713,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
20684,713,Q4,it difficult to choose,0,0,7,0.0
20685,713,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20686,713,Q6,are native to shores,0,0,9,0.0
20687,713,Q7,"than a period of long, continuous study.",0,0,10,0.0
20688,713,Q8,Crime and Punishment exhibits,0,0,11,0.0
20689,713,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
20690,713,Q10,and finally succeeded,0,0,13,0.0
20691,713,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
20692,713,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated at",0,0,15,0.0
20693,713,Q13,the city council designated him,0,0,16,0.0
20694,713,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate flagstone and feather rock?""",0,0,17,0.0
20695,713,Q15,If the room was brighter,0,0,18,0.0
20696,713,Q16,two students whose notes were used.,0,0,19,0.0
20697,713,Q17,occurs through the exchange of gases,0,0,20,0.0
20698,713,Q18,who tends to resist any attempt to,0,0,21,0.0
20699,713,Q19,The amounts of water varies in living cells,0,0,22,0.0
20700,713,Q20,The ancient scientists believe,0,0,23,0.0
20701,713,score,3,0,0,24,0.0
20702,713,absAssess1,6,0,0,25,0.0
20703,713,relAssess1,32,0,0,26,0.0
20704,713,diffOther1,7,0,0,27,0.0
20705,713,diffSelf1,10,0,0,28,0.0
20706,714,absAssess0,15,0,0,0,0.0
20707,714,relAssess0,40,0,0,1,0.0
20708,714,diffOther0,4,0,0,2,0.0
20709,714,diffSelf0,6,0,0,3,0.0
20710,714,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20711,714,Q2,man and had found,0,0,5,0.0
20712,714,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20713,714,Q4,it difficult in making the choice of,0,0,7,0.0
20714,714,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20715,714,Q6,are native to shores,0,0,9,0.0
20716,714,Q7,than a long period of continuous study.,0,0,10,0.0
20717,714,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20718,714,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
20719,714,Q10,and finally succeeded,0,0,13,0.0
20720,714,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20721,714,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20722,714,Q13,the city council will designate him,0,0,16,0.0
20723,714,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate flagstone and feather rock?""",0,0,17,0.0
20724,714,Q15,If the room had been brighter,0,0,18,0.0
20725,714,Q16,two students due to the use of their notes.,0,0,19,0.0
20726,714,Q17,through which exchange of gases occurs,0,0,20,0.0
20727,714,Q18,who tends to resist any attempt at,0,0,21,0.0
20728,714,Q19,The amount of water in living cells varies,0,0,22,0.0
20729,714,Q20,The belief of ancient scientists was,0,0,23,0.0
20730,714,score,12,0,0,24,0.0
20731,714,absAssess1,12,0,0,25,0.0
20732,714,relAssess1,34,0,0,26,0.0
20733,714,diffOther1,4,0,0,27,0.0
20734,714,diffSelf1,8,0,0,28,0.0
20735,715,absAssess0,18,0,0,0,0.0
20736,715,relAssess0,90,0,0,1,0.0
20737,715,diffOther0,5,0,0,2,0.0
20738,715,diffSelf0,2,0,0,3,0.0
20739,715,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
20740,715,Q2,"man, he found",0,0,5,0.0
20741,715,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
20742,715,Q4,it difficult to choose,0,0,7,0.0
20743,715,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20744,715,Q6,are native to shores,0,0,9,0.0
20745,715,Q7,"than studying for a long, continuous period.",0,0,10,0.0
20746,715,Q8,those in Crime and Punishment exhibits,0,0,11,0.0
20747,715,Q9,feelings portrayed by Spaniards,0,0,12,0.0
20748,715,Q10,finally a successful attempt,0,0,13,0.0
20749,715,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20750,715,Q12,lonely in the crib and enjoying the company of adults is consistently fascinated at,0,0,15,0.0
20751,715,Q13,the city council's designating him,0,0,16,0.0
20752,715,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20753,715,Q15,If the room had been brighter,0,0,18,0.0
20754,715,Q16,two students due to the use of their notes.,0,0,19,0.0
20755,715,Q17,through which exchange of gas occurs,0,0,20,0.0
20756,715,Q18,who tends to resist any attempt at,0,0,21,0.0
20757,715,Q19,The amount of water in living cells vary,0,0,22,0.0
20758,715,Q20,The ancient belief of scientists was,0,0,23,0.0
20759,715,score,4,0,0,24,0.0
20760,715,absAssess1,18,0,0,25,0.0
20761,715,relAssess1,90,0,0,26,0.0
20762,715,diffOther1,5,0,0,27,0.0
20763,715,diffSelf1,2,0,0,28,0.0
20764,716,absAssess0,15,0,0,0,0.0
20765,716,relAssess0,73,0,0,1,0.0
20766,716,diffOther0,7,0,0,2,0.0
20767,716,diffSelf0,3,0,0,3,0.0
20768,716,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20769,716,Q2,man and found,0,0,5,0.0
20770,716,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20771,716,Q4,it difficult to choose,0,0,7,0.0
20772,716,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20773,716,Q6,are native to shores,0,0,9,0.0
20774,716,Q7,"than studying for a long, continuous period.",0,0,10,0.0
20775,716,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20776,716,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
20777,716,Q10,and finally succeeded,0,0,13,0.0
20778,716,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20779,716,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20780,716,Q13,the city council designated him,0,0,16,0.0
20781,716,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20782,716,Q15,If rooms were brighter,0,0,18,0.0
20783,716,Q16,two students because they used notes anyway.,0,0,19,0.0
20784,716,Q17,occurs through the exchange of gases,0,0,20,0.0
20785,716,Q18,who tends to resist any attempt at,0,0,21,0.0
20786,716,Q19,The amount of water in living cells varies,0,0,22,0.0
20787,716,Q20,The belief of ancient scientists was,0,0,23,0.0
20788,716,score,13,0,0,24,0.0
20789,716,absAssess1,16,0,0,25,0.0
20790,716,relAssess1,69,0,0,26,0.0
20791,716,diffOther1,6,0,0,27,0.0
20792,716,diffSelf1,3,0,0,28,0.0
20793,717,absAssess0,15,0,0,0,0.0
20794,717,relAssess0,65,0,0,1,0.0
20795,717,diffOther0,6,0,0,2,0.0
20796,717,diffSelf0,4,0,0,3,0.0
20797,717,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20798,717,Q2,man and had found,0,0,5,0.0
20799,717,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20800,717,Q4,it difficult to choose,0,0,7,0.0
20801,717,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20802,717,Q6,are native to shores,0,0,9,0.0
20803,717,Q7,"than studying for a long, continuous period.",0,0,10,0.0
20804,717,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20805,717,Q9,feelings portrayed by Spaniards,0,0,12,0.0
20806,717,Q10,and finally succeeded,0,0,13,0.0
20807,717,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20808,717,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20809,717,Q13,he was designated by the city council,0,0,16,0.0
20810,717,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20811,717,Q15,If the room was brighter,0,0,18,0.0
20812,717,Q16,two students due to the use of their notes.,0,0,19,0.0
20813,717,Q17,through which exchange of gases occurs,0,0,20,0.0
20814,717,Q18,who tends to resist any attempt at,0,0,21,0.0
20815,717,Q19,The amount of water in living cells varies,0,0,22,0.0
20816,717,Q20,The belief of ancient scientists was,0,0,23,0.0
20817,717,score,14,0,0,24,0.0
20818,717,absAssess1,13,0,0,25,0.0
20819,717,relAssess1,60,0,0,26,0.0
20820,717,diffOther1,6,0,0,27,0.0
20821,717,diffSelf1,5,0,0,28,0.0
20822,718,absAssess0,18,0,0,0,0.0
20823,718,relAssess0,95,0,0,1,0.0
20824,718,diffOther0,6,0,0,2,0.0
20825,718,diffSelf0,2,0,0,3,0.0
20826,718,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20827,718,Q2,man and found,0,0,5,0.0
20828,718,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
20829,718,Q4,it difficult to choose,0,0,7,0.0
20830,718,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
20831,718,Q6,are native to shores,0,0,9,0.0
20832,718,Q7,than a long period of continuous study.,0,0,10,0.0
20833,718,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
20834,718,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
20835,718,Q10,and finally succeeded,0,0,13,0.0
20836,718,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20837,718,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20838,718,Q13,he was designated by the city council,0,0,16,0.0
20839,718,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20840,718,Q15,If the room was brighter,0,0,18,0.0
20841,718,Q16,two students because they used notes anyway.,0,0,19,0.0
20842,718,Q17,through which exchange of gas occurs,0,0,20,0.0
20843,718,Q18,who tends to resist any attempt at,0,0,21,0.0
20844,718,Q19,The amount of water in living cells varies,0,0,22,0.0
20845,718,Q20,The belief of ancient scientists was,0,0,23,0.0
20846,718,score,12,0,0,24,0.0
20847,718,absAssess1,18,0,0,25,0.0
20848,718,relAssess1,95,0,0,26,0.0
20849,718,diffOther1,10,0,0,27,0.0
20850,718,diffSelf1,4,0,0,28,0.0
20851,719,absAssess0,15,0,0,0,0.0
20852,719,relAssess0,73,0,0,1,0.0
20853,719,diffOther0,5,0,0,2,0.0
20854,719,diffSelf0,5,0,0,3,0.0
20855,719,Q1,he or she expects to master the printed form of language.,0,0,4,0.0
20856,719,Q2,man and found,0,0,5,0.0
20857,719,Q3,poetry along with all the other arts is,0,0,6,0.0
20858,719,Q4,making a choice difficult in selecting,0,0,7,0.0
20859,719,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20860,719,Q6,is native to shores,0,0,9,0.0
20861,719,Q7,"than studying for a long, continuous period.",0,0,10,0.0
20862,719,Q8,Crime and Punishment exhibits,0,0,11,0.0
20863,719,Q9,feelings portrayed by Spaniards,0,0,12,0.0
20864,719,Q10,and finally succeeded,0,0,13,0.0
20865,719,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20866,719,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated at",0,0,15,0.0
20867,719,Q13,the city council will designate him,0,0,16,0.0
20868,719,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20869,719,Q15,If the room was brighter,0,0,18,0.0
20870,719,Q16,two students due to the use of their notes.,0,0,19,0.0
20871,719,Q17,through which exchange of gases occurs,0,0,20,0.0
20872,719,Q18,who tends to resist any attempt at,0,0,21,0.0
20873,719,Q19,The amount of water in living cells varies,0,0,22,0.0
20874,719,Q20,The belief of ancient scientists was,0,0,23,0.0
20875,719,score,7,0,0,24,0.0
20876,719,absAssess1,15,0,0,25,0.0
20877,719,relAssess1,71,0,0,26,0.0
20878,719,diffOther1,5,0,0,27,0.0
20879,719,diffSelf1,5,0,0,28,0.0
20880,720,absAssess0,13,0,0,0,0.0
20881,720,relAssess0,65,0,0,1,0.0
20882,720,diffOther0,5,0,0,2,0.0
20883,720,diffSelf0,4,0,0,3,0.0
20884,720,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
20885,720,Q2,man and found,0,0,5,0.0
20886,720,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
20887,720,Q4,it difficult to choose,0,0,7,0.0
20888,720,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
20889,720,Q6,are native to shores,0,0,9,0.0
20890,720,Q7,"than a long, continuous period of study.",0,0,10,0.0
20891,720,Q8,Crime and Punishment exhibits,0,0,11,0.0
20892,720,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
20893,720,Q10,and finally succeeded,0,0,13,0.0
20894,720,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
20895,720,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
20896,720,Q13,the city council designated him,0,0,16,0.0
20897,720,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
20898,720,Q15,If the room would have been brighter,0,0,18,0.0
20899,720,Q16,two students because they used notes anyway.,0,0,19,0.0
20900,720,Q17,through which exchange of gases occurs,0,0,20,0.0
20901,720,Q18,who tends to resist any attempt at,0,0,21,0.0
20902,720,Q19,The amount of water in living cells varies,0,0,22,0.0
20903,720,Q20,The belief of ancient scientists was,0,0,23,0.0
20904,720,score,12,0,0,24,0.0
20905,720,absAssess1,14,0,0,25,0.0
20906,720,relAssess1,65,0,0,26,0.0
20907,720,diffOther1,6,0,0,27,0.0
20908,720,diffSelf1,7,0,0,28,0.0
